state_id,county,fips_code,policy_level,date,policy_type,start_stop,comments,source,total_phases
TX,Hunt County,48231,county,2020-03-24,Shelter in Place,start,Hunt County Policy Start,wikidata,
MI,Montmorency,26119,county,2020-07-31,Outdoor and Recreation,start,"Policy_Details:  indoor swimming pools, arcades, bowling alleys, and climbing facilities in Region 6 open at 25% capacity or 250 people (whichever is smaller)   Source information: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html","sip_submission_form: https://www.michigan.gov/whitmer/0,9309,7-387-90499_90705-535195--,00.html",
MA,,,state,2020-03-10,State of Emergency,start,"Other measures and details for this policy include: alcohol liquor stores open, paid sick leave",BU COVID-19 State Policy Database,
NE,Saline,31151,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
KS,Riley County,20161,county,2020-03-29,Shelter in Place,start,Riley County Policy Start,wikidata,
TX,Fisher,48151,county,2020-07-03,Mask Requirement,start,"Policy_Details: County is approved to be exempt from the requirements of Governor Greg Abbot's Executive Order GA-29 signed on July 2 (face covering requirement in public spaces) given that the county has 20 or less active COVID-19 cases and the county judge has submitted an exemption.    Source information: https://tdem.texas.gov/ga29/, and ","sip_submission_form: https://tdem.texas.gov/ga29/, and ",
MN,,,state,2020-03-17,Gyms,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
OR,Baker,41001,county,2020-06-06,Food and Drink,start,"Policy_Details: Subject to public health guidelines, physical distancing, gathering size limits, and sanitization guidelines, this includes: recreational sports; pools; venues like movie theaters, bowling alleys, and arcades; some additional in-office work; bars and restaurants able to stay open until midnight; social, civic, and faith-based gatherings can meet in larger, physically-distanced groups.

 Phase Level: 2, Phase Details Source information: https://govstatus.egov.com/reopening-oregon#phase2",sip_submission_form: https://govstatus.egov.com/reopening-oregon#phase2,3
IN,,,state,2020-03-25,Entertainment,start,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,Winston,28159,county,2020-07-25,Phase 3,start,"Policy_Details: Six additional counties were identified as hotspots within MS, adding the following counties to the county-specific executive order with tighter social distancing measures to help limit transmission (tighter restrictions than rest of state under ""phase"" 3, although phases not used to describe reopening in MS). 
Paragraph I of Executive Order 1509 is amended to add Calhoun, Holmes, Lamar, Montgomery, Winston and Yalobusha Counties. For these counties, the statewide Safe Return instituted in Executive Order 1492 as amended and extended by Executive Orders 1496, 1500, 1505, and 1508 shall remain in full force and effect as issued until 8:00 a.m. on Monday, August 3, 2020, subject to the additional limitations and restricts contained in Executive Order 1509.    Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf,
PA,,,state,2020-03-27,Modify Medicaid Requirements With 1135 Waivers Date Of CMS Approval,start,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
OH,Lorain,39093,county,2020-07-23,Public Health Advisory System,start,"Policy_Details: individuals in counties downgraded to Orange Alert Level 2 must limit or avoid unnecessary visits to hospitals, nursing homes, and residential care facilities; decrease in-person interactions outside household; and avoid contact with anyone who is considered high-risk    Source information: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20",sip_submission_form: https://coronavirus.ohio.gov/wps/portal/gov/covid-19/resources/news-releases-news-you-can-use/covid-19-update-07-23-20,
TX,,,state,2020-03-31,Shelter in Place,start,State Policy Start,manual,
NE,Custer,31041,county,2020-04-03,Shelter in Place,start,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
FL,Hillsborough County,12057,county,2020-04-30,Shelter in Place,stop,Hillsborough County Policy End,wikidata,
TX,,,state,2020-05-01,Food and Drink,stop,"Other measures and details for this policy include: religious gatherings exempt without clear social distance mandate, alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
TX,Webb County,48479,county,2020-04-30,Shelter in Place,stop,Webb County Policy End,wikidata,
IN,,,state,2020-06-01,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MS,Winston,28159,county,2020-08-03,Phase 3,stop,"Policy_Details: Six additional counties were identified as hotspots within MS, adding the following counties to the county-specific executive order with tighter social distancing measures to help limit transmission (tighter restrictions than rest of state under ""phase"" 3, although phases not used to describe reopening in MS). 
Paragraph I of Executive Order 1509 is amended to add Calhoun, Holmes, Lamar, Montgomery, Winston and Yalobusha Counties. For these counties, the statewide Safe Return instituted in Executive Order 1492 as amended and extended by Executive Orders 1496, 1500, 1505, and 1508 shall remain in full force and effect as issued until 8:00 a.m. on Monday, August 3, 2020, subject to the additional limitations and restricts contained in Executive Order 1509.    Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1512.pdf,
MS,Hinds,28049,county,2020-07-20,Non-Essential Businesses,stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.
Retail Businesses should also in addition provide employees with face coverings (when they have contact with public, and these to be cleaned/replaced daily), customers must wear face coverings, hand sanitizer must be provided, 6 ft separation must be kept whenever possible, and sanitation of carts/baskets and high touch areas   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
NH,,,state,2020-06-01,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
HI,,,state,2020-05-07,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
KS,Lyon County,20111,county,2020-04-25,Shelter in Place,stop,Lyon County Policy End,wikidata,
IA,Linn,19113,county,2020-09-20,Food and Drink,stop,"Policy_Details: All bars, taverns, wineries, breweries, distilleries, night clubs to close.   Source information: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.08.27.pdf?utm_medium=email&utm_source=govdelivery",sip_submission_form: https://governor.iowa.gov/sites/default/files/documents/Public%20Health%20Proclamation%20-%202020.08.27.pdf?utm_medium=email&utm_source=govdelivery,
NE,Franklin,31061,county,2020-05-11,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NC,Forsyth County,37067,county,2020-04-16,Shelter in Place,stop,Forsyth County Policy End,wikidata,
IN,,,state,2020-05-18,Food and Drink,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
NE,Hayes,31085,county,2020-05-11,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NE,Brown,31017,county,2020-05-11,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
TX,Polk County,48373,county,2020-04-30,Shelter in Place,stop,Polk County Policy End,wikidata,
TX,Denton County,48121,county,2020-04-30,Shelter in Place,stop,Denton County Policy End,wikidata,
PA,Lackawanna County,42069,county,2020-04-30,Shelter in Place,stop,Lackawanna County Policy End,wikidata,
MS,Claiborne,28021,county,2020-07-20,Childcare (K-12),stop,"Policy_Details: Executive Order by Governor Tate Reeves signed on 7/10, but only applying to Claiborne, Desoto, Grenada, Harrison, Hinds, Jackson, Jefferson, Madison, Quitman, Rnakin, Sunflower, Washington, and Wayne Counties. Amends Safe Return EO 1492/1496/1500/1505 for these counties. 
All businesses should be following relevant guidelines in these counties such as employee screening/reporting daily, social distancing, cleaning, and face coverings when 6 ft not possible.   Source information: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf",sip_submission_form: https://www.sos.ms.gov/content/executiveorders/ExecutiveOrders/1507.pdf,
CT,,,state,2020-05-20,Shelter in Place,stop,"Gov. Ned Lamont signed an executive order asking Connecticut businesses and residents to “Stay Safe, Stay Home.” “At this critical time it is essential that everyone just stay home so we can contain the spread of this virus while keeping essential services running,” Lamont said.  Stay at home, effective at 8 p.m. EDT, March 23. Restrictions not lifted until at least May 20",manual,
NE,Frontier,31063,county,2020-05-11,Shelter in Place,stop,http://dhhs.ne.gov/Pages/COVID-19-Directed-Health-Measures.aspx,manual,
NE,,,state,2020-05-18,Non-Essential Businesses,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, made effort to limit abortion access",BU COVID-19 State Policy Database,
MN,,,state,2020-06-10,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open",BU COVID-19 State Policy Database,
MD,,,state,2020-06-19,Gyms,stop,"Other measures and details for this policy include: alcohol liquor stores open, keep firearms sellers open, paid sick leave",BU COVID-19 State Policy Database,
MO,McDonald County,29119,county,2020-04-30,Shelter in Place,stop,McDonald County Policy End,wikidata,
